5-APR-1985      15:54	VIR. CORE LEFT=70330
TOTAL PAGES 401943  FILES 25949

  INHOUSE      QUOTA             OVER          OUTHOUSE

194130   12598                           207813   13351

  9 17952 851 100000 SYS                  14 302501149  50000 DOPS52501
 79  1295 107 250000 MCH                  93  1104 189 100000 BAS0025
 80  1256 122  10000 MPL                  93  1053 267 100000 PGEID24
 81  1254 300  15000 LDC                  94  1016   8  10000 QALIBSYM
 81  1166 114  25000 SILVAM               94  1013 315 100000 RAT0025
 82  1156  32   5000 CALSTATE             95   950 179 100000 SYS002503
 83  1141 191   2500 940MAN               95   937  97 100000 SWENG25
 83  1111 143   2500 SALTYRON             96   869 164  25000 STATS25
 84  1062  34  25000 *1BATCH              96   862 188   1000 PASDEV15
 84   958  84   2500 AP.ACSUP             96   745  74   1250 UEMUPL
 85   930  89   2500 DIAG10C              97   732  85   1250 DOCAIL
 85   894   1   2500 HOLD                 97   668  50 100000 DV2ES25
 86   869  13 5705367552 DIST124A         97   595 103   1250 SAILIB
 86   865  33   2000 TNSM                 98   527 148  25000 SYS002502
 86   852  85  25000 M33                  98   516  10  25000 DOPS5250
 87   852 105   1250 RICHARDSON           98   436  89 100000 WSTH00DP
 87   845  37   5000 SYNERGY              98   419  74   2000 PASCAL10D
 88   826  43   1250 DONAHUE              99   392  69   4000 PASCAL10C
 88   770  36   1250 TBATLIB              99   297  66  25000 SWTESTCE
 88   691  56   1250 PACKLIB              99   292  28   1250 TNXAIL
 89   655 165   1250 NOWAKJ               99   188  55 100000 INT002507
 89   627  56  12500 QASYS                99   173  22  25000 DOPS525A
 89   624  83  25000 CUPCWRN              99   142  32  25000 MARV38
 90   620  66   5000 SRAUTIL              99   131  40   1000 PASDEV18
 90   617  43   1250 VIVIAN               99   108  50 5705367552 STNEW25I
 90   590  54   1250 TYMGRIPE             99    88  16  25000 CABC00CE
 91   590  17   1250 SPUNKDOC             99    82  40 5705367552 STOLD25I
 91   576  40   2000 TTMSTELCO            99    81  11  25000 BT0900CE
 91   552  40   1250 SPL                  99    59  30  25000 G3AA5820
 92   541  67   2500 BATES                99    53  16   1000 PASCAL10A
 92   503  98   1250 BOBJ                 99    44  25  25000 NOPL02DK
 92   502  66   1250 PPSTMGR              99    42   5   2500 PASDEV12
 92   496  14 250000 UAS                  99    34   2  25000 BT001CCE
 93   487  66   2500 STONEJD              99    29   6 100000 INT002504
 93   476  46   1250 SYSNEWS              99    22   3  25000 COEES25WE
 93   435   9  25000 UN1                  99    14   3  25000 LTTR02CE
 93   422  26   1250 CPAPRINT             99    12   5  25000 BT0200CE
 94   412  56   2500 INSDSOL              99     9   4  25000 BP130CCE
 94   410  30   1250 FTTBA                99     9   3  25000 BT0500CE
 94   396  64 5705367552 CWU              99     7   2  25000 BT0300CE
 94   392  22   5000 SSBACKUP             99     7   1  25000 WSADELCE
 94   386  26  50000 SRA                  99     6   2  25000 NE7300CE
 95   379  35   1250 1213MGR              99     6   6  25000 CEAC23SL
 95   376   6  18750 MIDAS                99     6   3 100000 MAR8125
 95   372  44   1250 TSTELCO              99     6   1  25000 OB1000CE
 95   362  68  50000 SSEREP               99     5   1  25000 WE700CDP
 95   352  69   1250 NETCON               99     5   1  25000 EASE0CDP
 95   323  15  25000 TYMNET               99     4   2 100000 INT002501
 96   313  91  25000 ACTRTY               99     4   2 5705367552 INTBKP2501
 96   298  61  10000 RUSSK                99     4   2 100000 SXS8025
 96   297  42   2500 DANIELSR             99     4   2 100000 STOLD25INTL
 96   290  56   1250 HOLCOMBK             99     4   2 100000 CONO29REG
 96   284  20   1250 NYPRINT              99     4   2  25000 OB0100CE
 96   278  17   3750 SPPOPER              99     4   2 100000 STNEW25INTL
 96   271  87   1250 JENNYG               99     4   2 100000 CONO029
 97   259   7   2500 VMCMISDB             99     4   2 100000 INT002503
 97   237  11   1250 SSVALSUP             99     4   2  25000 KT0200CE
 97   234  18   1250 SRACRT               99     4   2  25000 PA8000CE
 97   231  64   1250 VAFOWRN              99     3   1  25000 LB2200CE
 97   221  58  25000 PJ                   99     3   1  25000 CD000CCE
 97   218  46  25000 SPOOL                99     3   1  25000 PA6000CE
 97   191  22  12500 SSINSTALL            99     3   1  25000 CD3500CE
 97   186  22  50000 ONTYMPROD            99     2   1 100000 EMDEV25
 97   183   4   1250 TTMSTS               99     2   1  25000 OB0900CE
 98   177  18   1250 NUMAREA              99     2   1  25000 PT1000CE
 98   160   1   1250 DMCQ                 99     2   1  25000 PT8500CE
 98   158  16  50000 MATOKA               99     2   1  25000 LL2200CE
 98   153  12   1250 IMPORT               99     2   1  25000 NE4200CE
 98   142  30  25000 NWKPRINT             99     2   1  25000 PN000CCE
 98   142   6   1250 DARREN               99     2   1  25000 LB3500CE
 98   136  35   1250 SDERRY               99     2   1  25000 PA6100CE
 98   136  28   1250 XEXEC                99     2   1  25000 LL2100CE
 98   135  45   6250 SAILTEST             99     2   1 100000 RATI025
 98   125  28   1250 HELGEM               99     2   1  25000 KD0200CE
 98   118   7   1250 SRARPTS              99     2   1  25000 LB000CCE
 98   115  22   1250 CRABBS               99     2   1  25000 BT0800CE
 98    95  18  25000 OSMAN                99     2   1  25000 COEES
 98    93   5   1250 INSDGSS2             99     2   1  25000 OB000CCE
 99    90  13  25000 BURRIESCIN           99     2   1  25000 NE3200CE
 99    87   7 225000 CUD10                99     2   1  25000 CONO028
 99    86   8    750 XPPTEST              99     2   1  25000 CA1500CE
 99    85  27   1250 LMORRIS             100     1   1  25000 NY7200CE
 99    71  23   1250 KRIVANEC            100     0   0 100000 FXBD025
 99    69  11   1500 TJB                 100     0   0  25000 SVAC18SL
 99    68  18   1250 *1KEN               100     0   0  25000 SVSE02DK
 99    65  17   1250 ATTELCO             100     0   0  25000 BL0001DK
 99    65   3   1250 VALTELCO            100     0   0  25000 MS1500CE
 99    65  20   1250 DIST93D             100     0   0  25000 MS1100CE
 99    65   9   1250 SPEX                100     0   0  25000 MS1300CE
 99    65  14  25000 SRA1                100     0   0 100000 EA0001SL
 99    63  15   1250 PUB                 100     0   0  25000 BP0001CE
 99    61   7   1250 SRAFRCST            100     0   0  25000 SOAC14SL
 99    59  13   1250 DIST127A            100     0   0  25000 PCSE02DK
 99    59   6   1250 BOBH                100     0   0  25000 CEAM01DK
 99    57  21   1250 KALENDA             100     0   0  25000 WEAC02CE
 99    56   4  10000 PWSLIB              100     0   0  25000 NOAC22SL
 99    40  16   1250 SSUTIL              100     0   0  75000 DOPS52505
 99    38  11   1250 MPCHI               100     0   0  25000 CD4800CE
 99    38   4   1250 RJK                 100     0   0  25000 MRSE01DK
 99    37   3   2000 SWARBRICKJ          100     0   0  25000 ATCN01DK
 99    37   3   1250 SPOOLRM             100     0   0  25000 NOSE01DK
 99    33   1   1250 ZONNIE              100     0   0  25000 NY1400CE
 99    32   3   1250 TCMS                100     0   0  25000 NOPL01SL
 99    31   7   1250 KEN                 100     0   0  25000 LL2700CE
 99    31   3   1250 RUSSELLB            100     0   0 9864006996 TIL0125
 99    28   8   1250 MPDFW               100     0   0 100000 NO0001CE
 99    27   1   1250 DRM                 100     0   0 100000 ATAM01SL
 99    25   6   1250 BURNS1              100     0   0 100000 TRANS25
 99    25   6   1250 MURTAUGH            100     0   0  25000 BT0400CE
 99    25   2    250 TTFTELCO            100     0   0  25000 ATSE01CE
 99    23   6  25000 TAPELIB             100     0   0  25000 SYS0025OI
 99    22   1   1250 ATLPRINT            100     0   0  25000 MRAM01DK
 99    21   6   1250 INSDGSS1            100     0   0  25000 EAAC20SL
 99    21   2   1250 TTSTELCO            100     0   0  25000 MW0001CE
 99    20   3   1250 LOIS                100     0   0 100000 ATAM01DK
 99    19   6   5000 RVIVIER             100     0   0  25000 PCSE01DK
 99    18   1  25000 VALDEV              100     0   0 100000 FXBU025
 99    16   3   5000 ISINSTALL           100     0   0  25000 NY1500CE
 99    16   2   1250 ABELE               100     0   0  25000 PCAC17SL
 99    15   2   6000 SRAMAP              100     0   0  25000 WELE01CE
 99    15   4   1250 IASXFER             100     0   0  25000 WI0001EX
 99    15   2   1250 FTSYSDOC            100     0   0  25000 LL111CCE
 99    14   3   2500 CORPTEL             100     0   0  25000 DOPS5252
 99    12   6   1250 DENCOFF             100     0   0  25000 MS1700CE
 99    11   1   1250 SRAMOV              100     0   0  25000 WT1400CE
 99    10   5   5000 SSJREP              100     0   0  25000 NJ4100CE
 99     8   4   1250 BAIGENT             100     0   0  25000 EAAC12SL
 99     8   3   1250 SPINALE             100     0   0  25000 NOAM01SL
 99     6   3  25000 SSPAMBIN            100     0   0  25000 LL2300CE
 99     6   3 25000000 SRAVAL            100     0   0  25000 NB000CCE
 99     6   3   5000 STRAUSSH            100     0   0  25000 SB9501CE
 99     4   2   1250 WILKES              100     0   0  25000 NY1200CE
 99     4   1   2500 GAMES               100     0   0  25000 MS6500CE
 99     4   2  25000 GBLOOD              100     0   0  25000 WT000CCE
 99     2   1   1250 POINTERC            100     0   0 100000 SO0001SL
 99     2   1  10000 MICRO               100     0   0 100000 BCW0125
 99     2   1   1250 DMOULTON            100     0   0  25000 MRAC19SL
 99     2   1  25000 NCUD1               100     0   0  25000 LL2500CE
 99     2   1  25000 NEWARK              100     0   0  25000 AI0001EX
 99     2   1   2000 TNSOPS              100     0   0  25000 WSTELECE
 99     2   1   1250 XCONSULT            100     0   0  25000 WE020CCE
 99     2   1   1250 CUPCOPS             100     0   0  25000 WETC01CE
 99     2   1  25000 CUMAREA             100     0   0  25000 INTER2502
 99     2   1   1250 TNSFM               100     0   0  25000 PN1500CE
100     1   1   5000 PMELLET             100     0   0  25000 NY0200CE
100     0   0   2000 SEAMAN              100     0   0  25000 SW5500CE
100     0   0   2500 BTHOMSON            100     0   0  25000 SB2111CE
100     0   0   1250 MOSSERJ             100     0   0  25000 NW3000CE
100     0   0   5000 MICHAEL             100     0   0  25000 PA9000CE
100     0   0   1250 TOY                 100     0   0  25000 OB0200CE
100     0   0   1250 ESKIMO              100     0   0  25000 SW5200CE
100     0   0   1250 RLEVY               100     0   0  25000 NY000CCE
100     0   0   1250 RKLUTE              100     0   0  25000 MS3300CE
100     0   0   1250 FLETCHERC           100     0   0  25000 CD3300CE
100     0   0   1250 DIST125A            100     0   0  25000 SW0800CE
100     0   0   1250 SP.BANK             100     0   0  25000 MS7200CE
100     0   0  20000 TYMDATA             100     0   0  25000 NJ4300CE
100     0   0   1250 JEFSEY              100     0   0  25000 CB4900CE
100     0   0    250 PASSRC              100     0   0  25000 MB0200CE
100     0   0 250000 CAISX               100     0   0  25000 SB8301CE
100     0   0   1250 RAFFOR              100     0   0  25000 SC1100CE
100     0   0  10000 VALIDATE            100     0   0  25000 CD4400CE
100     0   0   1250 SRATELC1            100     0   0  25000 SB2701CE
100     0   0   5000 NGAMIKE             100     0   0  25000 PT6000CE
100     0   0   1250 JLMORARD            100     0   0  25000 SW3100CE
100     0   0  25000 YAMM                100     0   0  25000 NY0100CE
100     0   0   2500 UIMREG              100     0   0  25000 NE4300CE
100     0   0   1250 KS2020              100     0   0  25000 CA1400CE
100     0   0  25000 LEWISJ              100     0   0  25000 GT4000CE
100     0   0   1250 HOLDIR              100     0   0 100000 PT4000CE
100     0   0  25000 COEES25TY1          100     0   0 100000 MS2200CE
100     0   0   1250 TMARSHALL           100     0   0 100000 CDSI0252
100     0   0   1250 DCPRINT             100     0   0 100000 PRDEV25
100     0   0   1250 DCOPRINT            100     0   0  25000 SW7600CE
100     0   0   1000 PASULIB             100     0   0  25000 WI000CEX
100     0   0  37500 TYMUSEB             100     0   0  25000 WI6000EX
100     0   0   2500 BILLF               100     0   0  25000 AI000CEX
100     0   0   1250 INTACT              100     0   0  25000 EASE03SL
100     0   0  25000 COEES25TYM          100     0   0  25000 WSCOEECE
100     0   0 100000 OSNF                100     0   0  25000 WI010CCE
100     0   0   1250 FUJIMOTO            100     0   0  25000 MB0100CE
100     0   0   1250 SRAINV              100     0   0  25000 SW5400CE
100     0   0  25000 FGAREA              100     0   0  25000 WT0500CE
100     0   0   1250 DIST124B            100     0   0   1000 PASCAL10G
100     0   0   2500 PERPOPER            100     0   0  25000 PA2200CE
100     0   0   5000 RLESEBERG           100     0   0  25000 WE0200CE
100     0   0   1250 FBARTON             100     0   0  25000 SB8111CE
100     0   0   1250 SYSDOC              100     0   0  25000 NJ2100CE
100     0   0   1250 SJTYMC              100     0   0  25000 MS3200CE
100     0   0   1250 DDDS                100     0   0  25000 CD4300CE
100     0   0   1250 MACEMON             100     0   0  25000 SC2000CE
100     0   0    625 BASESUP             100     0   0  25000 OB1300CE
100     0   0   1250 SRATELCO            100     0   0  25000 NY3100CE
100     0   0     50 RLSMGR              100     0   0  25000 SC4100CE
100     0   0    555 PASCALDOC           100     0   0  25000 SW5100CE
100     0   0   1250 SACPRINT            100     0   0  25000 PN4200CE
100     0   0   1250 GIGO                100     0   0  25000 PN1100CE
100     0   0  75000 SSPERP              100     0   0  25000 SN0300CE
100     0   0  50000 FRANK               100     0   0  25000 NE2300CE
100     0   0   1250 X22113              100     0   0  25000 NE7200CE
100     0   0   1250 FREITAS2            100     0   0  25000 PN0800CE
100     0   0   1250 TRUCONTROL          100     0   0  25000 PT8000CE
100     0   0   6250 TAPEDIR             100     0   0  25000 WE0400CE
                                         100     0   0  25000 SC1000CE
                                         100     0   0  25000 CA13BCCE
                                         100     0   0  25000 WT1100CE
                                         100     0   0   1250 CESE0CDP
                                         100     0   0 100000 CDBA2CCE
                                         100     0   0 100000 LTSHELCE
                                         100     0   0 100000 SO0004SL
                                         100     0   0  25000 ATAR01DK
                                         100     0   0  25000 NJSPL1DP
                                         100     0   0  25000 LL2600CE
                                         100     0   0  25000 MS1200CE
                                         100     0   0  25000 LL2400CE
                                         100     0   0  25000 PT000CCE
                                         100     0   0  25000 SW6700CE
                                         100     0   0  25000 SW5600CE
                                         100     0   0  25000 NE5200CE
                                         100     0   0  25000 SN0100CE
                                         100     0   0  25000 SW9200CE
                                         100     0   0   2000 PASCAL10F
                                         100     0   0  25000 PA2900CE
                                         100     0   0  25000 WT0800CE
                                         100     0   0  25000 CD4200CE
                                    100     0   0  25000 SW2200CE
                                         100     0   0  25000 NW4000CE
                                         100     0   0  25000 SW4200CE
                                         100     0   0  25000 BL8000CE
                                         100     0   0  25000 NY2200CE
                                         100     0   0  25000 SC4000CE
                                         100     0   0  25000 SC6100CE
                                         100     0   0  25000 PA2100CE
                                         100     0   0  25000 NY6100CE
                                         100     0   0  25000 SB2301CE
                                         100     0   0  25000 PN4000CE
                                         100     0   0  25000 NE2200CE
                                         100     0   0  25000 CA1200CE
                                         100     0   0  25000 NW000CCE
                                         100     0   0  25000 PT9500CE
                                         100     0   0  25000 PT6500CE
                                         100     0   0  25000 SW7300CE
                                         100     0   0  25000 MS2500CE
                                         100     0   0  25000 GT200CCE
                                         100     0   0 100000 SV0001SL
                                         100     0   0 100000 DMS0125
                                         100     0   0   1250 WSASSTCE
                                         100     0   0 100000 SW7700CE
                                         100     0   0  25000 WSTSTEX
                                         100     0   0  25000 CDSPL1DP
                                         100     0   0  25000 BASP1CDP
                                         100     0   0  25000 EAAC16SL
                                         100     0   0   1250 MACEK
                                         100     0   0  25000 SW5700CE
                                         100     0   0  25000 SW1000CE
                                         100     0   0  25000 SW7400CE
                                         100     0   0  25000 SB4301CE
                                         100     0   0  25000 SN0700CE
                                         100     0   0  25000 MS1600CE
                                         100     0   0   1000 PASCAL10E
                                         100     0   0  25000 LB1200CE
                                         100     0   0  25000 CD2300CE
                                         100     0   0  25000 SW7200CE
                                         100     0   0  25000 SW6300CE
                                         100     0   0  25000 SW4100CE
                                         100     0   0  25000 NE9300CE
                                         100     0   0  25000 SC000CCE
                                         100     0   0  25000 CD4100CE
                                         100     0   0  25000 NY2100CE
                                         100     0   0  25000 NY7400CE
                                         100     0   0  25000 OB1400CE
                                         100     0   0  25000 SW2100CE
                                         100     0   0  25000 NW9300CE
                                         100     0   0  25000 SB8711CE
                                         100     0   0  25000 NB0200CE
                                         100     0   0  25000 NJ3300CE
                                         100     0   0  25000 SB100CCE
                                         100     0   0  25000 SW9100CE
                                         100     0   0  25000 SN0900CE
                                         100     0   0   1250 COEL
                                         100     0   0  25000 CA1100CE
                                         100     0   0 100000 INF0225
                                         100     0   0   1250 COEES25IO
                                         100     0   0  25000 SO0003SL
                                         100     0   0 100000 TRANS225
                                         100     0   0  25000 MB000CCE
                                         100     0   0  25000 MRAC13SL
                                         100     0   0  25000 EXPRT2502
                                         100     0   0  25000 SW6800CE
                                         100     0   0  25000 SB5111CE
                                         100     0   0  25000 AD000CCE
                                         100     0   0  25000 SN0400CE
                                         100     0   0  25000 NJ1300CE
                                         100     0   0  25000 PN4500CE
                                         100     0   0  25000 SW1300CE
                                         100     0   0  25000 WT0700CE
                                         100     0   0  25000 CD5400CE
                                         100     0   0  25000 PA8500CE
                                         100     0   0  25000 CD2200CE
                                         100     0   0  25000 LB1100CE
                                         100     0   0  25000 SW8200CE
                                         100     0   0  25000 NW8700CE
                                         100     0   0  25000 NE3300CE
                                         100     0   0  25000 NJ0200CE
                                         100     0   0  25000 OB0500CE
                                         100     0   0  25000 SW1200CE
                                         100     0   0  25000 NY7300CE
                                         100     0   0  25000 NW2000CE
                                         100     0   0  25000 NB0100CE
                                         100     0   0  25000 LB3300CE
                                         100     0   0  25000 SW7100CE
                                         100     0   0  25000 NE9200CE
                                         100     0   0  25000 TELEC25
                                         100     0   0  25000 CA2200CE
                                         100     0   0  25000 NJ0300CE
                                         100     0   0 100000 BTSHELCE
                                         100     0   0 100000 WS0001CE
                                         100     0   0 100000 TRANS425
                                         100     0   0 100000 SW7500CE
                                         100     0   0 100000 SW2700CE
                                         100     0   0  25000 CESA01DK
                                         100     0   0  25000 NY1300CE
                                         100     0   0  25000 MB0400CE
                                         100     0   0  25000 NJ3100CE
                                         100     0   0  25000 SW8300CE
                                         100     0   0  25000 CD3700CE
                                         100     0   0  25000 SW6200CE
                                         100     0   0  25000 SB8311CE
                                         100     0   0  25000 SC3000CE
                                         100     0   0  25000 CB000CCE
                                         100     0   0  25000 MS000CCE
                                         100     0   0  25000 MS5400CE
                                         100     0   0  25000 PT0000CE
                                         100     0   0  25000 LB3200CE
                                         100     0   0  25000 SW1100CE
                                         100     0   0  25000 SW8100CE
                                         100     0   0  25000 NW7100CE
                                         100     0   0  25000 SB4701CE
                                         100     0   0  25000 CD5100CE
                                         100     0   0  25000 SC5100CE
                                         100     0   0  25000 CD5200CE
                                         100     0   0  25000 SB5701CE
                                         100     0   0  25000 PT3000CE
                                         100     0   0  25000 NY2300CE
                                         100     0   0  25000 MS9200CE
                                         100     0   0  50000 COEES2503
                                         100     0   0  25000 MS1400CE
                                         100     0   0  25000 TNEHO023
                                         100     0   0 100000 MS6300CE
                                         100     0   0 100000 SO0002SL
                                         100     0   0 100000 WS000CCE
                                         100     0   0 100000 STNEW25
                                         100     0   0 100000 TRANS325
                                         100     0   0 100000 MRSE01DP
                                         100     0   0 100000 SW5300CE
                                         100     0   0  25000 ATDE01DK
                                         100     0   0  25000 ATPP01DK
                                         100     0   0  25000 PA1000CE
                                         100     0   0  25000 SV0002DK
                                         100     0   0  25000 PASPL1DP
                                         100     0   0  25000 NOAC11SL
                                         100     0   0  25000 SOAC15SL
                                         100     0   0  25000 SOAC10SL
                                         100     0   0  25000 AI000CCE
                                         100     0   0  25000 SW8400CE
                                         100     0   0  25000 SN000CCE
                                         100     0   0  25000 MS7300CE
                                         100     0   0  25000 SW3200CE
                                         100     0   0  25000 SW000CCE
                                         100     0   0  25000 PA000CCE
                                         100     0   0  25000 BL5500CE
                                         100     0   0  25000 BL6000CE
                                         100     0   0  25000 LB2000CE
                                         100     0   0  25000 WT1200CE
                                         100     0   0  25000 NY1100CE
                                         100     0   0  25000 SC2100CE
                                         100     0   0  25000 SB8701CE
                                         100     0   0  25000 PT2000CE
                                         100     0   0  25000 SB4111CE
                                         100     0   0  25000 MS2300CE
                                         100     0   0  25000 LB2300CE
                                         100     0   0  25000 PA2000CE
                                         100     0   0  25000 NW4900CE
                                         100     0   0  25000 CD3400CE
                                         100     0   0  25000 OB0300CE
                                         100     0   0  25000 CD4500CE
                                         100     0   0  25000 SC5000CE
                                         100     0   0  25000 MS4200CE
                                         100     0   0  25000 NJ2300CE
                                         100     0   0  25000 SC1200CE
                                         100     0   0  25000 SB5301CE
                                         100     0   0  25000 NJ000CCE
                                         100     0   0  25000 PT5500CE
                                         100     0   0 250000 MS6400CE
 @Yù
